key,original_en,translation,context
Btn_Name_31031,Eagle 「Track」,,鹰「追踪」
Btn_Name_31032,Mark as Enmity,,标记为结怨
Btn_Name_31033,Invite to Join Sect,,邀请加入门派
Btn_Name_31034,Challenge,,挑战
Btn_Name_31035,Poison,,下毒
Btn_Name_31036,Become Brothers,,义结金兰
Btn_Name_31037,Become Partners,,结为连理
Btn_Name_31038,Teach,,传授
Btn_Name_31039,Poison (Snake),,用蛇下毒
Btn_Name_31040,Lockpick (Snake),,用蛇开锁
Btn_Name_31041,Rubbings mask,,拓印面具
Btn_Name_31042,Raid,,偷袭
Btn_Name_31043,Intimidation,,恐吓
Btn_Name_31045,Follow Me,,邀请跟随
Btn_Name_31046,Invite to Join Sect,,邀请加入门派
Btn_Name_31047,New Commission,,新增委托
Btn_Name_31048,Quest,,任务
Btn_Name_31050,Cancel Invitation,,取消邀请
Btn_Name_31051,Offer Money,,施舍
Btn_Name_31052,Cure,,治疗
Btn_Name_31053,Verbal Duel,,嘴炮
Btn_Name_32000,How to Join Sect,,如何加入门派
Btn_Name_32001,Who’s the most powerful one?,,当今江湖谁的武功最高
Btn_Name_32002,Do you know where to find treasure?,,你知道哪里有宝物吗？
Btn_Name_32003,When will the Kungfu Contest begin?,,武林大会什么时候召开？
Btn_Name_32004,How to cure Ailment?,,隐疾如何医治？
Btn_Name_32005,How to make money?,,怎么赚钱？
Btn_Name_32006,How to become invincible?,,如何才能天下无敌？
Btn_Name_32007,How to acquire Qinggong (Guru)?,,如何轻功大成？
Btn_Name_32008,Your Likes And Dislikes,,你的喜恶
Btn_Name_40000,Battle,,战斗
Btn_Name_40001,Ride,,骑乘
Btn_Name_40002,Dismount,,下坐骑
Btn_Name_50000,「Hall」,,「大殿」
Btn_Name_50001,「Residence」,,「民居」
Btn_Name_50002,「Warehouse」,,「库房」
Btn_Name_50003,「Training Room」,,「练功房」
Btn_Name_50004,「Clinic」,,「医馆」
Btn_Name_50005,「Spring」,,「温泉」
Btn_Name_50006,「Smithy」,,「铁匠铺」
Btn_Name_50007,「Tavern」,,「酒馆」
Btn_Name_50008,「Langya Pavilion」,,「琅琊阁」
Btn_Name_50009,「Music House」,,「乐楼」
Btn_Name_50010,「Fabric Shop」,,「布庄」
Btn_Name_50011,「Stable」,,「马厩」
Btn_Name_50012,「Beast Fence」,,「兽栏」
Btn_Name_50013,「Life-death Pool」,,「生死池」
Btn_Name_50014,「Golden Crow Pool」,,「金乌池」
Btn_Name_50015,「Rushing Stream Pavilion」,,「飞流亭」
Btn_Name_50016,「Dartfield」,,「镖场」
Btn_Name_50017,「Phoenix's Aura」,,「凤吟阁」
Btn_Name_50018,「Jail」,,「监牢」
Btn_Name_50019,「City Guardian Temple」,,「城隍庙」
Btn_Name_50020,「Snow Walk Platform」,,「踏雪台」
Btn_Name_50021,「Village」,,「田舍」
Btn_Name_50022,「Bandit Camp」,,「匪窝」
Btn_Name_50024,「Party Flag」,,「门派大旗」
Btn_Name_50025,「Peripheral」,,「仅外设」
Btn_Name_50026,「Hunter」,,「猎人小屋」
Btn_Name_50027,「Coward hut」,,「樵夫小屋」
Btn_Name_50028,「Mining hut」,,「矿工小屋」
Btn_Name_50029,「Fisherman」,,「渔夫小屋」
Btn_Name_50030,「Guardian」,,「禁卫营」
Btn_Name_60000,Open Door,,开门
Btn_Name_60001,Build,,建造
Btn_Name_60002,Lockpicking,,开锁
Btn_Name_60003,Dismantle,,拆除
Btn_Name_60004,Destroy,,破坏
Btn_Name_60005,Change Name,,改名
Btn_Name_60006,Set as Private,,设为私有
Btn_Name_60007,Set as Public,,设为公共
Btn_Name_60008,Repair Building,,修复建筑
Btn_Name_60009,Knock,,叫门
Btn_Name_60010,Detain,,关押
Btn_Name_60011,Rebuild,,重建
Btn_Name_60013,Ask Price,,打听购买
Btn_Name_60014,Repair,,修复
Btn_Name_60015,Open Business,,开启经营
Btn_Name_60016,Close Business,,关闭经营
Btn_Name_70000,Acquire,,领悟
Btn_Name_70001,Skip,,跳过等待
Exit_91004,Quit Sneaking,,退出潜行
Btn_Name_80000,Enter Miniworld,,接入小世界
Btn_Name_80001,Returned to Karma,,魂归天命
Btn_Name_80002,Settings,,设置
Btn_Name_80003,Close Game,,关闭游戏
Btn_Name_80004,Randomize Look,,随机容貌
Btn_Name_90000,Use Vicious Hand,,使用千毒手
Btn_Name_90001,Use Flame Saber,,使用烈焰刀
Btn_Name_90002,Use Arctic Palm,,使用寒冰掌
Btn_Name_90003,Use Wine-drinking Song,,使用对酒当歌
Btn_Name_90004,Use Beast Wave,,使用万兽奔腾
Btn_Name_90005,Use Drink and Sing,,使用痛饮狂歌
Btn_Name_90006,Use Soultaker’s Song,,使用摄魂曲
Btn_Name_90007,Use Spider Hand,,使用千蛛万毒手
Btn_Name_90008,Use Tortoise Fist,,使用王八拳
Btn_Name_90009,Use Acupoint-blocking Hand,,使用般若封穴手
Btn_Name_90010,Use Toxin-casting Spell,,使用释蛊术
Btn_Name_91000,Tune Gong,,宫调
Btn_Name_91001,Tune Shang,,商调
Btn_Name_91002,Tune Jue,,角调
Btn_Name_91003,Tune Zhi,,徽调
Btn_Name_91004,Tune Yu,,羽调
Btn_Name_Strun_Disable,{0}<MgRed> requires 「{1}」 to reach {2}</>,,{0} <MgRed>需要「{1}」达到{2}</>
strun_desc_0,Music EXP +1,,增加 1 点音律经验
strun_desc_1,"Requires Music: Expert. Flows gracefully, gentle as Earth, mother of all beings. Restores nearby characters' mood and greatly increases Admire. Music EXP +2.",,需要音律·熟练，整首乐曲典雅、柔和而流畅，如同大地涵育万物、包容一切，辽阔和谐。附近角色快速恢复心情，欣赏态度大增。增加 2 点音律经验。
strun_desc_2,"Requires Music: Veteran. Carries a hint of sorrow, but not strained. Nearby characters feel a touch of Sympathy. Music EXP +3.",,需要音律·小成，略带一丝悲伤的气息但却不僵硬。让附近角色伤心怜悯。增加 3 点音律经验。
strun_desc_3,Requires Music: Master. Depicts a vibrant spring brimming with life. Restores Vigor and cures Ailments for nearby characters. Music EXP +4.,,需要音律·精通，角调式吹出一片春天的气息，天地一片欣欣向荣，所见之处皆充满生机。附近角色的气血和隐疾将得到治疗。增加 4 点音律经验。
strun_desc_4,"Requires Music: Guru. Upbeat and lively, but not overly charged. Technique and Move EXP increase over time for nearby characters. Music EXP +5",,需要音律·大成，乐曲的气氛欢快活络而不过份激昂。附近角色的武技和招式经验将持续增加。增加 5 点音律经验
strun_desc_5,Requires Music: Sage. Lulls listeners into dreams with its soothing melody.,,需要音律·圆满，柔和温婉的音乐，让附近角色昏昏然进入梦境。
Btn_Name_100000,Practice Kungfu:Technique Sage,,练功：武技圆满
Btn_Name_400000,Obtain all Skills 「cheat」,,获得所有绝学「作弊」
Btn_Name_500000,Expand new area,,扩张新区域
Item_Name_80000,「Coin」,,「铜钱」
Item_Name_80001,「Wood」,,「木头」
Item_Name_80002,「Charcoal」,,「木炭」
Item_Name_80003,「Stone Chunk」,,「石块」
Item_Name_80004,「Iron Chunk」,,「铁块」
Item_Name_80005,「Copper Chunk」,,「铜块」
Item_Name_80006,「Wild Grass」,,「杂草」
Item_Name_80007,「Licorice」,,「甘草」
Item_Name_80008,「San Qi」,,「三七」
Item_Name_80009,「May-lily」,,「兰玲草」
Item_Name_80010,「Silver」,,「银两」
Item_Name_80011,「Ramie」,,「苎麻」
Item_Name_80012,「Drunken Peach Blossom」,,「醉仙桃花」
Item_Name_80013,「Mandala」,,「曼陀罗」
Item_Name_80014,「Warm Jade」,,「暖玉」
Item_Name_80015,「Scattered Silver」,,「碎银」
Item_Name_80016,「Lampworm」,,「灯虫」
Item_Name_80017,「Bloodworm」,,「血虫」
Item_Name_80018,「Loveworm」,,「情虫」
Item_Name_80019,「Deathworm」,,「绝虫」
Item_Name_80020,「Refined Iron」,,「精铁」
Item_Name_80021,「Red Copper」,,「赤铜」
Item_Name_80022,「Pinecone」,,「松果」
Item_Name_80023,「Plum」,,「梅子」
Item_Name_80024,「Flint」,,「火石」
Item_Name_80025,「Fine Flax」,,「细麻」
Item_Name_80026,「Silk」,,「绢丝」
Item_Name_80027,「Venom」,,「毒液」
Item_Name_80028,「Lizard Meat」,,「龙蜥肉」
Item_Name_80029,「Black Serpent Meat」,,「黑蛟肉」
Item_Name_80030,「Black Serpent Roe」,,「黑蛟子」
Item_Name_80031,「Snake Bile」,,「蛇胆」
Item_Name_80032,「Maple Bark」,,「枫树树皮」
Item_Name_80033,「Aspen Resin」,,「胡杨树脂」
Item_Name_80034,「Feather」,,「羽毛」
Item_Name_80035,「Bone」,,「骨头」
Item_Name_80036,「Hide」,,「毛皮」
Item_Name_80037,「Golden Fang」,,「金兽牙」
Item_Name_80038,「Snowfairy Lily」,,「雪仙草」
Item_Name_80039,「Heartbreak Grass」,,「断肠草」
Item_Name_80040,「Drunken Grass」,,「醉仙草」
Item_Name_80041,「Official silver」,,「官银」
Item_Name_80042,「Blood Money」,,「血钱」
Item_Name_91000,「Basket」,,「背篓」
Item_Name_91001,「Anesthetic Gas」,,「迷香」
Item_Name_91002,「Wooden Fence」,,「木栅栏」
Item_Name_91003,「Stone Plate」,,「石板」
Item_Name_91004,「Disguise Haystack」,,「伪装草垛」
Item_Name_91005,「Astringent」,,「金疮药」
Item_Name_91006,「Simple Trap」,,「简易陷阱」
Item_Name_91007,「Cage」,,「牢笼」
Item_Name_91008,「Flint」,,「火石」
Item_Name_91009,「Wine Jar」,,「酒坛」
Item_Name_91010,「Anti-poison Plaster」,,「祛毒膏」
Item_Name_91011,「Chi Refill Plaster」,,「续气膏」
Item_Name_91012,「Meat」,,「肉块」
Item_Name_91013,「Roasted Meat 「Grade F」」,,「烤熟肉「六品」」
Item_Name_91014,「Overcooked Meat」,,「烤焦肉」
Item_Name_91015,「Poison」,,「毒药」
Item_Name_91016,「Broken Bowl」,,「破碗」
Item_Name_91017,「Marrow Refining Pill」,,「洗髓丹」
Item_Name_91018,「Great Return Pill」,,「大还丹」
Item_Name_91019,「Placeholder」,,「占位」
Item_Name_91020,「Egg」,,「蛋」
Item_Name_91021,「Poo」,,「粑粑」
Item_Name_91022,「Monkey’s Wine」,,「猴儿酒」
Item_Name_91023,「Monkey’s Sweet Rice:Grade E」,,「玉猴醪糟·五品」
Item_Name_91024,「Sauteed Fruit:Grade E」,,「爆炒果肉·五品」
Item_Name_91025,「Frozen Fruit:Grade E」,,「冰镇果肉·五品」
Item_Name_91026,「Braised Venom Meat:Grade E」,,「五毒肉羹·五品」
Item_Name_91027,「Drunken Delight:Grade E」,,「醉八方·五品」
Item_Name_91028,「Octoped Pyrobeef Soup:Grade D」,,「八足火牛汤·四品」
Item_Name_91029,「Frosted Dumplings:Grade D」,,「银霜丸子·四品」
Item_Name_91030,「Valve Egg:Inflate:Grade D」,,「爆胎毛蛋·胀·四品」
Item_Name_91031,「Valve Egg:Deflate:Grade D」,,「爆胎毛蛋·缩·四品」
Item_Name_91032,「Divine Soar Stew:Grade C」,,「神行飞天大杂烩·三品」
Item_Name_91033,「Smart Egg Drop Soup:Grade C」,,「大聪明蛋花汤·三品」
Item_Name_91034,「Cosmos Spicy Wonton:Grade B」,,「乾坤麻辣龙抄手·二品」
Item_Name_91035,「Snow Dragon Congee:Grade B」,,「雪上灵龙粥·二品」
Item_Name_91036,「Dragon Snake Casserole:Grade B」,,「龙蛇五珍烩·二品」
Item_Name_91037,「Unfulfilled Destiny:Grade A」,,「仙佛茫茫两未成·一品」
Item_Name_91038,「Might Pellet」,,「大力丸」
Item_Name_91039,「Vajra Pellet」,,「金刚丸」
Item_Name_91040,「Gale Powder」,,「疾风散」
Item_Name_91041,「Meridian Shift Pill」,,「易经转穴丹」
Item_Name_91042,「Pufferfish」,,「河豚」
Item_Name_91043,「Red Koi」,,「红锦鲤」
Item_Name_91044,「Gold Koi」,,「金锦鲤」
Item_Name_91045,「Red Snapper」,,「红鲷」
Item_Name_91046,「Tuna」,,「金枪鱼」
Item_Name_91047,「Tambaqui」,,「巨脂鲤」
Item_Name_91048,「Sea Bass」,,「鲈鱼」
Item_Name_91050,「Three Gods Divide Soul Dan」,,「三神分魂丹」
Item_Name_91051,「Overlord Refine Dan」,,「霸王炼体丹」
Item_Name_91052,「Uranus」,,「天王讨逆丹」
Item_Name_91053,「San Ri Duan Chang San」,,「三日断肠散」
Item_Name_91054,「Breaking Breath and Breaking Meridian Pill」,,「破息绝脉丹」
Item_Name_91055,「Broken tendon cartilage powder」,,「碎筋软骨粉」
Item_Name_91056,「Blood Sha Dan」,,「血煞丹」
Item_Name_91057,「Placeholder」,,「占位」
Item_Name_91058,「Placeholder」,,「占位」
Item_Name_91059,「Placeholder」,,「占位」
Item_Name_91060,「Placeholder」,,「占位」
Item_Name_91061,「Placeholder」,,「占位」
Item_Name_91062,「Placeholder」,,「占位」
Item_Name_91064,「Serpent Ganoderma」,,「玄蛇灵芝」
Item_Name_91065,「Placeholder」,,「占位」
Item_Name_91066,「Iron Crate」,,「铁箱」
Item_Name_91067,「Smoke Grenade」,,「烟雾弹」
Item_Name_91068,「Blood colored cloth strips」,,「血色布条」
Item_Name_91069,「Roughly made plastic molds」,,「粗制易容模具」
Item_Name_91070,「Refined plastic mold」,,「精制易容模具」
Item_Name_91071,「{0}'s Transfiguration Mask」,,「{0}的易容面具」
Item_Name_91072,「Eight sided Black Sparrow Flower Roster」,,「八面黑雀花名册」
Item_Name_91073,「Placeholder」,,「占位」
Item_Name_91074,「Placeholder」,,「占位」
Item_Name_91075,「Placeholder」,,「占位」
Item_Name_91076,「Placeholder」,,「占位」
Item_Name_91077,「Placeholder」,,「占位」
Item_Name_91078,「Placeholder」,,「占位」
Item_Name_91079,「Bonfire」,,「火堆」
Item_Name_92000,「Qinggong Veteran」,,「轻功·小成」
Item_Name_92008,「Leechcraft:Sage」,,「医术·圆满」
Item_Name_92009,「Yirong Essence」,,「易容精要」
Item_Name_92010,「The Secret Classic of the ever-changing Langjun」,,「千变郎君秘典」
Item_Name_93000,「{0}'s Head」,,「{0}的首级」
Item_Name_93001,「Key:{0}{1}」,,「钥匙·{0}{1}」
Item_Name_93002,「Horse Certificate」,,「马证」
Item_Name_93003,「Treasure Map」,,「藏宝图」
Item_Name_93006,「Property Ownership Certificate:{0}」,,「房契·{0}」
Item_Name_93007,「Midnight Robes」,,「夜行衣」
Item_Name_93008,「Fortune Jade」,,「福玉」
Item_Name_93009,「Kungfu Insight」,,「武学心得」
Item_Name_93010,「{0}'s Belongings」,,「{0}的遗物」
Item_Name_93011,Secret Intel,,秘密消息
Item_Name_93012,baby,,宝贝
Item_Name_93013,A mysterious key,,一把神秘的钥匙
Item_Name_93013_1,The key to Black Sparrow's Chamber of Secrets,,黑雀密室的钥匙
Item_Name_93014,A mysterious note,,一张神秘的字条
Item_Name_92002,「Causal Palm」,,「信手拈来掌」
Item_Name_92003,「Toxin-casting Spell」,,「释蛊术」
Item_Name_92005,「Beast Wave」,,「万兽奔腾」
Item_Name_92006,「Tortoise Fist」,,「王八拳」
Item_Name_92007,「Extermination」,,「灭·绝」
Item_Name_92001,「Art of Marrow Refining」,,「洗髓功」
Item_Name_92004,「Yi Jin Jing」,,「易筋经」
Item_Name_94000,「Breathing Skill」,,「吐纳法」
Item_Name_94001,「Freeze Spell」,,「寒冰诀」
Item_Name_94002,「Heart-burning Spell」,,「灼心诀」
Item_Name_94003,「Drunken Immortal」,,「醉仙诀」
Item_Name_94004,「Poison Proof Spell」,,「避毒诀」
Item_Name_94005,「Art of Heartflame」,,「玄火劫心功」
Item_Name_94006,「Tranquility Spell」,,「清心诀」
Item_Name_94007,「Millibeast Spell」,,「万兽诀」
Item_Name_94008,「Dragonform」,,「化龙功」
Item_Name_94009,「Art of Five Senses」,,「五觉功」
Item_Name_94010,「Art of Soul Deprivation」,,「夺魄功」
Item_Name_94011,「Art of Drunkness」,,「醉意功」
Item_Name_94012,「Art of Harmony」,,「混元一气功」
Item_Name_94013,「Art of Hellish Breathing」,,「血煞吐纳功」
Item_Name_94014,「Golden Acupuncture」,,「金针度穴功」
Item_Name_94015,「Art of Shifting」,,「偷天换日功」
Item_Name_94016,「Anti-toxin Spell」,,「解蛊诀」
Item_Name_94017,「Mechanic」,,「玲珑诀」
Item_Name_94018,「Beastmaster」,,「驭兽决」
Item_Name_94019,「Bionic Pentaform」,,「形意五禽功」
Item_Name_94020,「Turtle Preservation」,,「玄龟养生术」
Item_Name_94021,「Blood Circulatio」,,「搬血锻体诀」
Item_Name_94022,「Demo Slayer Arhat」,,「罗汉伏魔功」
Item_Name_94023,「Diamond Body」,,「金刚护体神功」
Item_Name_94024,「Yi Jin Jing 「Brahma」」,,「易筋经「梵」」
Item_Name_94025,「Dragon Tiger Hunt」,,「擒龙伏虎功」
Item_Name_94026,「Lotus in Heart」,,「莲花落」
Item_Name_94027,「Wu Dang Harmony」,,「武当太和功」
Item_Name_94028,「Wu Dang Pure Yang」,,「武当纯阳功」
Item_Name_94029,「Primordial Chaos」,,「混元先天功」
Item_Name_94030,「Purple Seven Star」,,「紫薇七星诀」
Item_Name_94031,「Stars Divine」,,「转星换斗神功」
Item_Name_94032,「Traceless Heart」,,「无迹心决」
Item_Name_94033,「Purple Cloud Qi」,,「紫霞剑气」
Item_Name_94034,「Non not all of my merits」,,「竟日不全功」
Item_Name_94035,「Eternal Night Killing Method」,,「永夜杀法」
Item_Name_95000,「Arctic Palm」,,「寒冰掌」
Item_Name_95001,「Frost Sword」,,「寒霜剑法」
Item_Name_95002,「Snow Reversal Sword」,,「回雪剑法」
Item_Name_95003,「Snow-melting Sword」,,「傲雪剑法」
Item_Name_95004,「Vicious Hand」,,「千毒手」
Item_Name_95005,「Art of Rejuvenation」,,「回春功」
Item_Name_95006,「Spider Hand」,,「千蛛万毒手」
Item_Name_95007,「Wine-drinking Song」,,「对酒当歌」
Item_Name_95008,「Drink and Sing」,,「痛饮狂歌」
Item_Name_95009,「Drink to The End」,,「不醉无归」
Item_Name_95010,「Drink and Dream」,,「醉生梦死」
Item_Name_95011,「Soultaker’s Song」,,「摄魂曲」
Item_Name_95012,「Ordeal Sigil」,,「噬心蚀骨符」
Item_Name_95013,「Illusionary Song」,,「幻音曲」
Item_Name_95014,「Dragon’s Vitality」,,「龙马精神」
Item_Name_95015,「Flame Saber」,,「烈焰刀」
Item_Name_95016,「Sky-Heating Saber」,,「焚天刀法」
Item_Name_95017,「Nirvana Saber」,,「破涅刀法」
Item_Name_95018,「Hands of Theft」,,「妙手空空」
Item_Name_95019,「Art of Transformation」,,「九变十化」
Item_Name_95020,「Flower Rain」,,「漫天花雨」
Item_Name_95021,「Hurl The World」,,「乾坤一掷」
Item_Name_95022,「Toxin-swallowing Spell」,,「食蛊术」
Item_Name_95023,「Eight Divine Strikes」,,「神行八打」
Item_Name_95024,「Imperfect Kick」,,「天残脚」
Item_Name_95025,「Golden Shield」,,「金钟罩」
Item_Name_95026,「Bionic:Snake」,,「形意·蛇」
Item_Name_95027,「Bionic:Monkey」,,「形意·猴」
Item_Name_95028,「Bionic:Horse」,,「形意·马」
Item_Name_95029,「Bionic:Eagle」,,「形意·鹰」
Item_Name_95030,「Bionic:Marten」,,「形意·貂」
Item_Name_95031,「Acupoint-blocking Hand」,,「般若封穴手」
Item_Name_95032,「Wave Palm」,,「沧浪掌」
Item_Name_95033,「Walk Above Grass」,,「踏莎行」
Item_Name_95034,「Slap in the Face」,,「打耳光」
Item_Name_95035,「Raising the Yin Leg」,,「撩阴腿」
Item_Name_95036,「Blood Refining」,,「炼血震气诀」
Item_Name_95037,「Armor Boxing」,,「玄甲御体拳」
Item_Name_95038,「Extreme Break Fist」,,「破极崩拳」
Item_Name_95039,「Halberd Breaking」,,「催锋折戟」
Item_Name_95040,「Dragon Hunting Hand」,,「擒龙手」
Item_Name_95041,「Arhat Fist」,,「罗汉拳」
Item_Name_95042,「Transformations Leg」,,「千变腿」
Item_Name_95043,「Blossom Flicking」,,「拈花指」
Item_Name_95044,「Vajra Staff」,,「韦陀棍法」
Item_Name_95045,「Demon Slayer Staff」,,「袈裟伏魔杖」
Item_Name_95046,「Ground Pounding Fist」,,「地趟拳」
Item_Name_95047,「Toe Stomping」,,「踩脚指」
Item_Name_95048,「Tiger Hunting Palm」,,「伏虎掌」
Item_Name_95049,「Beating Dog」,,「打犬棍法」
Item_Name_95050,「Throwing Stone」,,「丢石子」
Item_Name_95051,「Sky Eating Palm」,,「降龙吞天掌」
Item_Name_95052,「Tai Chi Stand」,,「太极势」
Item_Name_95053,「Tai Chi Fist」,,「太极拳」
Item_Name_95054,「Grasping Tail」,,「揽雀尾」
Item_Name_95055,「Yin Yang Sword」,,「阴阳两仪剑」
Item_Name_95056,「Taiyi Xuanmen Sword」,,「太乙玄门剑」
Item_Name_95057,「Star Transfers」,,「斗转星移」
Item_Name_95058,「Flower Transposition」,,「移花接木」
Item_Name_95059,「Stars and Moon」,,「星月交辉」
Item_Name_95060,「Illuminating」,,「星月旷照」
Item_Name_95061,「Moon Embracer」,,「众星捧月」
Item_Name_95062,「Falling Edge」,,「无踪落锋」
Item_Name_95063,「Divine Edge」,,「万化神锋」
Item_Name_95064,「Undefeated Sword」,,「求败剑诀」
Item_Name_95065,「Seeking Edge」,,「破匣求锋」
Item_Name_95066,「Bladeless」,,「荡剑无锋」
Item_Name_96000,「Cooking Insight」,,「烹饪心得」
Item_Name_96001,「Crafting Insight」,,「制作心得」
Item_Name_96002,「Forging Insight」,,「锻造心得」
Item_Name_96003,「Weaving Insight」,,「织造心得」
Item_Name_96004,「Potions Insight」,,「制药心得」
Item_Name_96005,「Heavenly Recipes」,,「仙家清供」
Item_Name_97000,「Tune Gong」,,「宫调」
Item_Name_97001,「Tune Shang」,,「商调」
Item_Name_97002,「Tune Jue」,,「角调」
Item_Name_97003,「Tune Zhi」,,「徽调」
Item_Name_97004,「Tune Yu」,,「羽调」
Item_Name_99999,「Item for test」,,「测试用道具」
Item_Desc_80000,"Common currency, debts allowed. 「Coins obtained cover debts first」",,通用货币，允许负债「负债后获得铜钱会抵扣欠款」
Item_Desc_80001,Basic wooden material,,基础木质材料
Item_Desc_80002,Burned wooden material,,燃烧后的木质材料
Item_Desc_80003,Basic stone material,,基础石质材料
Item_Desc_80004,Basic iron material,,基础铁质材料
Item_Desc_80005,Basic copper material,,基础铜质材料
Item_Desc_80006,Basic wild grass material,,基础杂草材料
Item_Desc_80007,Normal herb material,,常见草药原料
Item_Desc_80008,Normal herb material,,常见草药原料
Item_Desc_80009,Normal herb material,,常见草药原料
Item_Desc_80010,Portable common currency made from Scattered Silver,,碎银合成的流通货币，携带方便
Item_Desc_80011,Normal weaving material,,常见织布的材料
Item_Desc_80012,Rare material gathered from Peach Trees,,从桃树采集的罕见材料
Item_Desc_80013,Rare herb material,,稀有草药原料
Item_Desc_80014,Raw material gathered from Ice Mine,,从冰矿采集的原料
Item_Desc_80015,Common currency more valuable than Coins,,比铜钱价值更高的流通货币
Item_Desc_80016,Toxin Worm with tracing ability,,具有追踪能力的蛊虫
Item_Desc_80017,Toxin Worm with lifestealing ability,,具有吸取气血能力的蛊虫
Item_Desc_80018,Toxin Worm with mind-controlling ability,,具有影响人心智能力的蛊虫
Item_Desc_80019,Toxin Worm with explosion ability,,具有自爆能力的蛊虫
Item_Desc_80020,Rare forging material,,罕见的锻造材料
Item_Desc_80021,Rare forging material,,罕见的锻造材料
Item_Desc_80022,Food ingredient gathered from Pines. Eat to restore Vigor.,,从松树采集的食材，食用恢复气血
Item_Desc_80023,Food ingredient gathered from Plum Trees. Eat to restore Vigor.,,从梅花树采集的食材，食用恢复气血
Item_Desc_80024,Obtained by mining ores and can be used to ignite items.,,矿石开采中获得，可以引燃物品
Item_Desc_80025,Rare Weave material,,罕见的织造材料
Item_Desc_80026,Rare Weave material,,罕见的织造材料
Item_Desc_80027,Poison material,,炼制毒药的材料
Item_Desc_80028,Meat from Fire Lizards. A rare food ingredient.,,从火蜥身上取下的肉块，是一种珍贵的食材
Item_Desc_80029,Meat from Black Serpents. A rare food ingredient.,,从黑蛟身上取下的肉块，是一种珍贵的食材
Item_Desc_80030,Eggs from Black Serpents. A rare food ingredient.,,从黑蛟体内取出的鱼子，是一种珍贵的食材
Item_Desc_80031,Gallbladder of a snake,,从蛇体内取出的胆囊
Item_Desc_80032,Bark from maple trees,,从枫树上剥落的皮
Item_Desc_80033,An oily substance from aspen trees,,从胡杨树上取下的油脂状物体
Item_Desc_80034,Animal feather,,动物的毛
Item_Desc_80035,Animal bones,,动物的骨
Item_Desc_80036,Animal hide,,动物的皮
Item_Desc_80037,A golden fang of a beast,,一颗金色的兽类牙齿
Item_Desc_80038,Normal herb material,,常见草药原料
Item_Desc_80039,Normal herb material,,常见草药原料
Item_Desc_80040,Normal herb material,,常见草药原料
Item_Desc_80041,A currency that is circulating in Huangcheng is loved by rivers and lakes.,,一种专门在皇城流通的货币，深受江湖人喜爱
Item_Desc_80042,"A special currency circulating in the Eight Faced Black Sparrow faction, used for promotion and exchanging items and equipment.",,八面黑雀势力中流通的特殊货币，用于晋升地位以及兑换物品和装备
Item_Desc_91000,Stores extra items,,可存放一些额外的物品
Item_Desc_91001,Can place it in room to anesthetize the target,,可放置在房间中迷晕目标
Item_Desc_91002,Can place it on the ground to block the target,,可放置在地上，阻挡目标
Item_Desc_91003,Can place it on the ground to block the target,,可放置在地上，阻挡目标
Item_Desc_91004,Can put it on the head to 「Sneak」,,可套在头上，进入「潜行」状态
Item_Desc_91005,Medicine for bruise treatment. Restores 50 Vigor.,,专治跌打损伤之必备良药，恢复 50 气血
Item_Desc_91006,Can place it on the ground to deal DMG to the one who steps on it,,可放置在地上，对踩中者造成伤害
Item_Desc_91009,Adds 3 stacks of Drunk,,饮用增加 3 层醉意
Item_Desc_91010,"Clear 10 layers of toxic malaria, cold, scorching heat, dysentery, and broken tendons and cartilage.",,清除 10 层毒瘴、寒冷、灼热、痢疾、碎筋软骨状态
Item_Desc_91011,Eat to restore 100 Energy,,食用后，可恢复 100 内力
Item_Desc_91012,Restores Vigor. Safer if eaten roasted.,,恢复气血，烤熟了再吃更安全
Item_Desc_91013,Cooked meat. Eat to gain 10 stacks of 「Regenerate Blood」,,烹制后的肉块，食用后，获得 10 层「生血」状态
Item_Desc_91014,"Overcooked meat,but still edible...",,烤焦的肉，看起来还能吃……
Item_Desc_91015,Inflicts 15 stacks of Poison Gas on characters or items,,可以给角色或交互物施加 15 层毒瘴
Item_Desc_91016,Essential tool for begging. One can make a living as long as one has a broken bowl in hands!,,行乞必备之物，破碗在手，天下我有
Item_Desc_91017,Eat to cure 10 Ailments,,食用后，可治疗 10 个隐疾
Item_Desc_91018,Eat to add 5 Chi,,食用后，可增加 5 点真气
Item_Desc_91020,Animal egg. Eat to restore Vigor.,,动物的卵，食用恢复气血
Item_Desc_91021,A mushy glob. Heaven knows what will happen if you eat it...,,一坨糊状的东西，吃下去，不知道会发生什么……
Item_Desc_91022,Wine made by monkeys of the mountain. Drink to gain 3 stacks of 「Drunk」,,山中野猴所产的酒，饮用后，获得 3 层「醉意」状态
Item_Desc_91023,Eat to gain 5 stacks of 「Revitalize」,,食用后，获得 5 层「续气」状态
Item_Desc_91024,Eat to gain 5 stacks of 「Heat」 and 5 stacks of 「Regenerate Blood」,,食用后，获得 5 层「灼热」状态，5 层「生血」状态
Item_Desc_91025,Eat to gain 5 stacks of 「Cold」 and 5 stacks of 「Regenerate Blood」,,食用后，获得 5 层「寒冷」状态，5 层「生血」状态
Item_Desc_91026,Eat to gain 5 stacks of 「Poison Gas」 and 5 stacks of 「Regenerate Blood」,,食用后，获得 5 层「毒瘴」状态，5 层「生血」状态
Item_Desc_91027,Eat to gain 10 stacks of 「Drunk」,,食用后，获得 10 层「醉意」状态
