key,original_en,translation,context
Murmum_90100,[Unable to challenge. Higher level required]:You’re not qualified to challenge me,,「无法越级挑战」：你还不够向我发起挑战
Murmum_90101,"I’m no match for you,I admit!",,在下甘拜下风！
Murmum_90102,Is that all you can do?,,就这？
Murmum_100000,That's more than what I have in mind. I'll quit.,,已经超出我的预期了，我放弃。
Murmum_100001,Tough luck! Didn't bring enough cash! !,,真是倒霉！没带够银两！！
Murmum_100002,I'm bidding {0}. I've got to have this! !,,我出 {0} ，此物我势在必得！！
Murmum_100003,I'll up the ante. I'm bidding {0}.,,我再加一些，出价 {0}。
Murmum_100004,I'm not interested.,,我对此物不感兴趣
Murmum_100005,"Since [#1you] want it that bad, I'll have to part with it.",,既然[#1你]这么喜欢，我只好忍痛割爱了。
Murmum_100006,I'm sorry. It's too dear to me.,,实在是抱歉，此物对我太过重要。
Murmum_100007,I'm afraid I can't honor your request! !,,在下恕难从命！！
Murmum_100008,I'd give up,,我觉得放弃此物
Murmum_100009,"Who do you think you are, throwing threats at me? !",,你有几斤几两，竞敢威胁我！！
