"Decoration_Other_10","「兵器架」"
"Decoration_Other_11","「酒架」"
"Decoration_Other_12","「四座酒桌」"
"Decoration_Other_13","「双座酒桌」"
"Decoration_Other_14","「古筝」"
"Decoration_Other_15","「木床」"
"Decoration_150022","「禁卫营木床」"
"Decoration_Other_16","「水井」"
"Decoration_Other_17","「药架」"
"Decoration_Other_18","「病床」"
"Decoration_Other_19","「柜台」"
"Decoration_Other_20","「杂货柜」"
"Decoration_Other_21","「衣架」"
"Decoration_Other_22","「木箱」"
"Decoration_Other_23","「宝座」"
"Decoration_150030","「禁卫营宝座」"
"Decoration_150032","「禁卫营椅子」"
"Decoration_150033","「禁卫营灯」"
"Decoration_150036","「禁卫营高台」"
"Decoration_Other_24","「城隍爷」"
"Decoration_Other_25","「织机」"
"Decoration_Other_26","「马棚」"
"Decoration_Other_27","「田地」"
"Decoration_Other_28","「矿坑」"
"Decoration_Other_29","「窝棚」"
"Decoration_Other_30","「公告板」"
"Decoration_Other_31","「书架」"
"Decoration_Other_32","「箭塔」"
"Decoration_Other_33","「地基」"
"Decoration_Other_34","「地基」"
"Decoration_Other_35","「地基」"
"Decoration_Other_36","「机关架」"
"Decoration_Other_37","「门」"
"Decoration_Other_37_1","「锁住的门」"
"Decoration_Other_42","「悟道石」"
"Decoration_Other_48","「隐秘匣子」"
"Decoration_Other_52","「石桥」"
"Decoration_Other_53","「战旗」"
"Decoration_Other_55","「小型商船」"
"Decoration_Other_56","「宝箱」"
"Decoration_Other_57","「坟头」"
"Decoration_Other_100","「琅琊阁招牌」"
"Decoration_Other_101","「马厩招牌」"
"Decoration_Other_102","「布庄招牌」"
"Decoration_Other_103","「酒馆招牌」"
"Decoration_Other_104","「乐楼招牌」"
"Decoration_Other_105","「温泉招牌」"
"Decoration_Other_106","「医馆招牌」"
"Decoration_Other_107","「铁匠铺招牌」"
"Decoration_Other_108","「门派大旗」"
"Decoration_Other_150041","「遗落之物」"
"Decoration_Other_150044","「司龙蛊」"
"Decoration_Other_150047","「宝藏」"
"Decoration_On_Lock","「已上锁」"
"Decoration_Un_Lock","「未上锁」"
"Decoration_Jingji","「荆棘」"
"Decoration_Other_151010","「马车」"
"Decoration_150090","「黑榜」"
"Decoration_150091","「血榜石碑」"
"Decoration_150091_sp","「一块巨大的磐石」"
"Decoration_150092","「秘闻碑」"
"Decoration_150093","「神秘匣子」"
"Decoration_150094","「八面黑雀密匣」"
"Decoration_151021","「院墙」"
"Decoration_151022","「院墙拐角」"
"Decoration_151023","「院门」"
"Decoration_151024","「田地」"
"Decoration_151025","「栅栏」"
"Decoration_151026","「栅栏突刺」"
"Decoration_151027","「台阶」"
"Decoration_151028","「兽栏」"
"Decoration_151029","「柱子」"
"Decoration_151030","「山门1」"
"Decoration_151031","「山门2」"
"Decoration_151032","「山门3」"
"Decoration_151033","「山门4」"
"Decoration_151034","「石台阶」"
"Decoration_151035","「城墙拐角」"
"Decoration_151036","「城墙」"
"Decoration_151037","「石院墙拐角」"
"Decoration_151038","「石院墙」"
"Decoration_151039","「石院墙塔楼」"
"Decoration_151040","「地基石板」"
"Decoration_151041","「地基石板边缘」"
"Decoration_151042","「地基石板拐角」"
"Decoration_151043","「地基台阶」"
"Decoration_151044","「屏风」"
"Decoration_151047","「爆竹」"
"Decoration_151048","「大屏风」"
"Decoration_150084","「鱼群」"
"Decoration_160012","「刑具」"
"Decoration_160013","「断头台」"
# 装备相关,
"Equip_None_Head","无帽子"
"Equip_None_Body","无衣服"
"Equip_None_Weapon","无兵器"
"Equip_None_Hidden_Weapon","无暗器"
"Equip_None_Pants","无裤子"
"Equip_Detail","装备详情"
"Equip_All_Head","所有\\n帽子"
"Equip_All_Body","所有\\n衣服"
"Equip_All_Arm","所有\\n裤子"
"Equip_All_Hand","所有\\n兵器"
"Equip_All_Weapon","所有\\n暗器"
"Equip_All_Hidden_Weapon","所有\\n？？"
"Equip_All_Leg","所有\\n？？"
"Equip_All_Foot","所有\\n？？"
"Equip_All","所有\\n装备"
"Equip_Info","角色装备"
"Equip_Cur_Equip","当前装备"
"Equip_Prop_Info","角色"
"Equip_Destiny_Info","天命"
"Equip_Rarity_0","粗制"
"Equip_Rarity_1","精制"
"Equip_Rarity_2","传说"
"Craft_Rarity_Desc","粗制{0}% 精制{1}% 传说{2}%"
"Equip_On_Part_0","<JingTong_1>头戴</>"
"Equip_On_Part_1","<JingTong_1>上身</>"
"Equip_On_Part_2","<JingTong_1>下身</>"
"Equip_On_Part_3","<JingTong_1>背负</>"
"Equip_On_Part_4","<JingTong_1>怀揣</>"
"Equip_On_No_Part","衣衫褴褛"
"World_Equip_Part_0","帽子：{0}"
"World_Equip_Part_1","衣服：{0}"
"World_Equip_Part_2","裤子：{0}"
"World_Equip_Part_3","兵器：{0}"
"World_Equip_Part_4","暗器：{0}"
# 装备名称：,# 帽子
"Equip_Name_60001","「发箍」"
"Equip_Name_60002","「骁鹰笠」"
"Equip_Name_60003","「青丝兜」"
"Equip_Name_60004","「藤甲笠」"
"Equip_Name_60005","「太岳兜」"
"Equip_Name_60006","「血煞兜」"
"Equip_Name_60007","「赤笠」"
"Equip_Name_60008","「硬竹笠」"
"Equip_Name_60009","「青云笠」"
"Equip_Name_60010","「通宝兜」"
"Equip_Name_60100","「飞鱼帽」"
"Equip_Name_60200","「赤焰鸦羽」"
"Equip_Name_60900","「混元」"
"Equip_Name_60901","「紫气东来」"
"Equip_Name_60902","「慧意」"
"Equip_Name_60903","「真武」"
"Equip_Name_60904","「绝世神兜」"
"Equip_Name_60800","「幻魔冠」"
# 装备名称,# 衣服
"Equip_Name_61001","「青蓑衣」"
"Equip_Name_61002","「骁鹰服」"
"Equip_Name_61003","「青丝服」"
"Equip_Name_61004","「藤甲衣」"
"Equip_Name_61005","「太岳服」"
"Equip_Name_61006","「血煞衣」"
"Equip_Name_61007","「赤蓑衣」"
"Equip_Name_61008","「行者服」"
"Equip_Name_61009","「玄甲衣」"
"Equip_Name_61010","「青云服」"
"Equip_Name_61011","「通宝衣」"
"Equip_Name_61100","「飞鱼服」"
"Equip_Name_61200","「鸦影铁鳞」"
"Equip_Name_61900","「软猬」"
"Equip_Name_61901","「赤鳄」"
"Equip_Name_61902","「翔云」"
"Equip_Name_61903","「天蚕纱衣」"
"Equip_Name_61904","「万古金蛛」"
"Equip_Name_61800","「幻魔衣」"
# 装备名称,# 裤子
"Equip_Name_62001","「青蓑裤」"
"Equip_Name_62002","「骁鹰裤」"
"Equip_Name_62003","「青丝裤」"
"Equip_Name_62004","「藤甲裤」"
"Equip_Name_62005","「太岳裤」"
"Equip_Name_62006","「血煞裤」"
"Equip_Name_62007","「赤蓑裤」"
"Equip_Name_62008","「行者裤」"
"Equip_Name_62009","「玄甲裤」"
"Equip_Name_62010","「青云裤」"
"Equip_Name_62011","「通宝裤」"
"Equip_Name_62100","「飞鱼裤」"
"Equip_Name_62200","「幽影步云」"
"Equip_Name_62900","「神行」"
"Equip_Name_62901","「灵猫」"
"Equip_Name_62902","「断腿罗刹」"
"Equip_Name_62903","「极意缠腿」"
"Equip_Name_62800","「幻魔裤」"
# 装备名称,# 兵器
"Equip_Name_63001","「桃木棍」"
"Equip_Name_63002","「阔剑」"
"Equip_Name_63003","「铁刀」"
"Equip_Name_63004","「华山剑」"
"Equip_Name_63005","「血煞刀」"
"Equip_Name_63006","「影月刀」"
"Equip_Name_63007","「清风剑」"
"Equip_Name_63008","「齐眉棍」"
"Equip_Name_63009","「精铁棍」"
"Equip_Name_63010","「杀威棍」"
"Equip_Name_63011","「藤木杖」"
"Equip_Name_63012","「悬翠杖」"
"Equip_Name_63013","「玉竹杖」"
"Equip_Name_63014","「破骨锤」"
"Equip_Name_63015","「碎颅锤」"
"Equip_Name_63016","「狼牙锤」"
"Equip_Name_63100","「绣春刀」"
"Equip_Name_63200","「月下寒芒」"
"Equip_Name_63201","「十步一杀」"
# 装备名称,# 传说暗器
"Equip_Name_63900","「降龙」"
"Equip_Name_63901","「八卦刀」"
"Equip_Name_63902","「里合剑」"
"Equip_Name_63903","「斩炎」"
"Equip_Name_63904","「斩雪」"
"Equip_Name_63905","「太阿」"
"Equip_Name_63906","「紫竹」"
# 装备名称,# 暗器
"Equip_Name_64001","「桃木镖」"
"Equip_Name_64002","「铜钱镖」"
"Equip_Name_64003","「铁镖」"
"Equip_Name_64004","「铁飞叉」"
"Equip_Name_64005","「铁掷箭」"
"Equip_Name_64006","「铁枣刺」"
"Equip_Name_64007","「梅花针」"
"Equip_Name_64100","「勾魂索」"
"Equip_Name_64200","「子母鸳鸯刺」"
"Equip_Name_64201","「八品莲花」"
# 装备名称,# 暗器
"Equip_Name_64900","「玉蜂」"
"Equip_Name_64901","「惊云」"
"Equip_Name_64902","「惊雷」"
"Equip_Name_64903","「惊风」"
"Equip_Name_64904","「欢心箭」"
"Equip_Name_64905","「大悲莲」"
# 属性相关,
"Prop_max_zhenqi","最大真气"
# 属性相关,
"Prop_Desc_Minus","减少"
"Prop_Desc_Add","增加"
"Prop_Desc_100","最大气血"
"Prop_Desc_101","最大负重"
"Prop_Desc_102","掌法攻击"
"Prop_Desc_103","拳法攻击"
"Prop_Desc_104","腿法攻击"
"Prop_Desc_105","兵器攻击"
"Prop_Desc_106","暗器攻击"
"Prop_Desc_107","招式攻击"
"Prop_Desc_116","招式暴击"
"Prop_Desc_117","招式识破"
"Prop_Desc_118","装备基础属性"
"Prop_Desc_120","一回合招式数量"
"Prop_Desc_121","移动速度"
"Prop_Desc_123","乞讨获得物品价值"
"Prop_Desc_124","祈求成功率"
"Prop_Desc_125","真气"
"Prop_Desc_126","负重"
"Prop_Desc_129","最大生命力"
"Prop_Desc_130","掌法招式数量"
"Prop_Desc_131","拳法招式数量"
"Prop_Desc_132","腿法招式数量"
"Prop_Desc_133","兵器招式数量"
"Prop_Desc_134","暗器招式数量"
"Prop_Desc_135","所有招式数量"
"Prop_Desc_136","玄阴真气等级"
"Prop_Desc_137","纯阳真气等级"
"Prop_Desc_138","毒煞真气等级"
"Prop_Desc_139","混元真气等级"
"Prop_Desc_140","经脉尺寸"
"Prop_Desc_222","被感知距离"
"Prop_Desc_224","锻造产出额外道具"
"Prop_Desc_225","制药产出额外道具"
"Prop_Desc_226","织造产出额外道具"
"Prop_Desc_227","制作产出额外道具"
"Prop_Desc_228","烹饪产出额外道具"
"Prop_Desc_230","最大心境"
"Prop_Desc_300","无法求饶"
"Prop_Desc_301","受到的暴击伤害"
"Prop_Desc_302","招式暴击造成的伤害"
"Prop_Desc_303","受到的伤害"
"Prop_Desc_304","敌人「<EqptKeyStyle>灼热</>」层数越高，招式暴击越高"
"Prop_Desc_308","幸运"
"Prop_Desc_309","对幻魔造成的伤害"
"Prop_Desc_310","对铜钱低于自身的敌人造成的伤害"
"Prop_Desc_311","对铜钱高于自身的敌人造成的伤害"
"Prop_Desc_312","受到的治疗效果"
"Prop_Desc_314","晕厥时间"
"Prop_Desc_315","受到的掌法伤害"
"Prop_Desc_316","受到的拳法伤害"
"Prop_Desc_317","受到的腿法伤害"
"Prop_Desc_318","受到的兵器伤害"
"Prop_Desc_319","受到的暗器伤害"
"Prop_Desc_325","免疫「<EqptKeyStyle>毒瘴</>」状态"
"Prop_Desc_326","免疫「<EqptKeyStyle>灼热</>」状态"
"Prop_Desc_327","免疫「<EqptKeyStyle>寒冷</>」状态"
"Prop_Desc_328","免疫「<EqptKeyStyle>醉意</>」状态"
"Prop_Desc_329","免疫「<EqptKeyStyle>重创</>」状态"
"Prop_Desc_330","免疫「<EqptKeyStyle>封穴</>」状态"
"Prop_Desc_331","绝学造成的伤害"
"Prop_Desc_333","受到的「<EqptKeyStyle>灼热</>」伤害"
"Prop_Desc_334","受到的「<EqptKeyStyle>寒冷</>」伤害"
"Prop_Desc_335","反击率"
"Prop_Desc_336","释放绝学时，造成瞎眼隐疾"
"Prop_Desc_337","领悟速度"
"Prop_Desc_338","武学心得获取"
"Prop_Desc_339","受到的陷阱伤害"
"Prop_Desc_340","制作材料的消耗"
"Prop_Desc_341","使用药品时，治疗量"
"Prop_Desc_342","掌法招式造成的伤害"
"Prop_Desc_344","拳法招式造成的伤害"
"Prop_Desc_346","腿法招式造成的伤害"
"Prop_Desc_348","兵器招式造成的伤害"
"Prop_Desc_350","暗器招式造成的伤害"
"Prop_Desc_352","掌法类绝学造成的伤害"
"Prop_Desc_354","拳法类绝学造成的伤害"
"Prop_Desc_356","腿法类绝学造成的伤害"
"Prop_Desc_358","兵器类绝学造成的伤害"
"Prop_Desc_360","暗器类绝学造成的伤害"
"Prop_Desc_362","此人更擅长掌法"
"Prop_Desc_363","此人更擅长拳法"
"Prop_Desc_364","此人更擅长腿法"
"Prop_Desc_365","此人更擅长兵器"
"Prop_Desc_366","此人更擅长暗器"
"Prop_Desc_367","绝学激活所需的掌法招式数量"
"Prop_Desc_368","绝学激活所需的拳法招式数量"
"Prop_Desc_369","绝学激活所需的腿法招式数量"
"Prop_Desc_370","绝学激活所需的兵器招式数量"
"Prop_Desc_371","绝学激活所需的暗器招式数量"
"Prop_Desc_372","装备出售价格"
"Prop_Desc_373","避免一次战败"
"Prop_Desc_374","所有消费价格"
"Prop_Desc_375","暗器招式 <EqptNumStyle>30%</> 概率偷取钱"
"Prop_Desc_376","材料获取效率"
"Prop_Desc_377","交锋时，招式克制抵抗次数"
"Prop_Desc_378","被识破率"
"Prop_Desc_379","掌法可视为兵器"
"Prop_Desc_380","英勇程度"
"Prop_Desc_381","拳法可视为兵器"
"Prop_Desc_382","释放绝学时，造成「腿残隐疾」"
"Prop_Desc_383","进入战斗时，获得「尖刺」状态"
"Prop_Desc_384","每回合恢复气血"
"Prop_Desc_385","「<EqptKeyStyle>寒冷</>」最高层数"
"Prop_Desc_386","「<EqptKeyStyle>寒冷</>」消退速度"
"Prop_Desc_387","「<EqptKeyStyle>灼热</>」最高层数"
"Prop_Desc_388","「<EqptKeyStyle>灼热</>」消退速度"
"Prop_Desc_389","千毒手造成的毒瘴层数"
"Prop_Desc_390","烈焰刀造成的灼热层数"
"Prop_Desc_391","寒霜剑法造成的伤害"
"Prop_Desc_392","万兽崩腾造成的伤害"
"Prop_Desc_393","噬心蚀骨符造成的伤害"
"Prop_Desc_394","形意·蛇造成的伤害"
"Prop_Desc_395","傲雪剑法造成的伤害"
"Prop_Desc_396","破涅刀法造成的伤害"
"Prop_Desc_397","形意·马造成的伤害"
"Prop_Desc_398","腿法可视为兵器"
"Prop_Desc_399","掌法可视为暗器"
"Prop_Desc_400","拳法可视为暗器"
"Prop_Desc_401","腿法可视为暗器"
"Prop_Desc_402","腿残可以正常移动"
"Prop_Desc_403","「<EqptKeyStyle>毒瘴</>」最高层数"
"Prop_Desc_404","「<EqptKeyStyle>毒瘴</>」消退速度"
"Prop_Desc_405","「<EqptKeyStyle>寒冷</>」、「<EqptKeyStyle>灼热</>」、「<EqptKeyStyle>毒瘴</>」、「<EqptKeyStyle>醉意</>」消退速度"
"Prop_Desc_406","暗器招式附带「暴击」状态"
"Prop_Desc_407","暗器招式附带「灼热」状态"
"Prop_Desc_408","暗器招式附带「毒瘴」状态"
"Prop_Desc_409","暗器招式附带「寒冷」状态"
"Prop_Desc_410","偷窃获取物品数量"
"Prop_Desc_411","开锁速度"
"Prop_Desc_412","可治疗常规隐疾数量"
"Prop_Desc_413","可治疗异常状态数量"
"Prop_Desc_414","嘴炮选项数量"
"Prop_Desc_415","是大内禁卫身份时，获得 <EqptNumStyle>{0}</> 层奉公办事状态"
"Prop_Desc_416","是大内禁卫身份时，获得 <EqptNumStyle>{0}</> 层皇权特许状态"
"Prop_Desc_417","非大内禁卫身份时，会被通缉"
"Prop_Desc_418","是大内禁卫身份时，潜行暗器攻击改为夺命索"
"Prop_Desc_419","与胆小懦弱之人进行嘴炮时，口水将"
"Prop_Desc_420","使用暗器招式时，会附带你快捷栏中第一个栏位的药品效果（仅限金疮药和毒药）"
"Prop_Desc_421","你的暗器招式和绝学对所有参战得敌人生效"
"Prop_Desc_422","在夜里，招式造成的伤害"
"Prop_Desc_423","每层杀气可使伤害额外"
"Prop_Desc_1000","受创时，对伤害来源造成 <EqptNumStyle>{0}</> 层「<EqptKeyStyle>毒瘴</>」状态"
"Prop_Desc_1001","每 <EqptNumStyle>5</> 秒恢复 <EqptNumStyle>5</> 气血"
"Prop_Desc_1002","负重越低，绝学伤害越高"
"Prop_Desc_1003","负重越高，招式伤害越高"
"Prop_Desc_1004","交锋时，额外施加 <EqptNumStyle>1</> 层「<EqptKeyStyle>灼热</>」状态且无视抵抗"
"Prop_Desc_1005","交锋时，额外施加 <EqptNumStyle>1</> 层「<EqptKeyStyle>寒冷</>」状态且无视抵抗"
"Prop_Desc_1006","真气越高，兵器招式造成的伤害越高"
"Prop_Desc_1007","心境越高，暗器伤害越高"
"Prop_Desc_1008","心境越低，暗器伤害越高"
"Prop_Desc_1009","每造成 <EqptNumStyle>10</> 伤害，恢复 <EqptNumStyle>5</> 气血"
"Prop_Desc_1010","每造成 <EqptNumStyle>100</> 伤害，额外施加 <EqptNumStyle>5</> 层「<EqptKeyStyle>毒瘴</>」状态"
"Prop_Desc_1011","可在空中滑翔，无视跌落伤害"
"Prop_Desc_1012","增强武技发挥的效果"
# 绝学相关,
"Skill_All","所有\\n绝学"
"Skill_Cur","当前\\n绝学"
"MyMoves","我的招式"
"equp_or_unequip","装配/卸载"
"Moves_Desc","{0}\\n<TipGray>克制{1}</>"
"# 招式数量描述",
"movesNumDesc_40000","<TipGray>绝学增加招式库数量</>\\n<Green>掌法招式</><TipGray>的数量为</> <Red>{0}</>"
"movesNumDesc_40001","<TipGray>绝学增加招式库数量</>\\n<Green>拳法招式</><TipGray>的数量为</> <Red>{0}</>"
"movesNumDesc_40002","<TipGray>绝学增加招式库数量</>\\n<Green>腿法招式</><TipGray>的数量为</> <Red>{0}</>"
"movesNumDesc_40003","<TipGray>绝学增加招式库数量</>\\n<Green>兵器招式</><TipGray>的数量为</> <Red>{0}</>"
"movesNumDesc_40004","<TipGray>绝学增加招式库数量</>\\n<Green>暗器招式</><TipGray>的数量为</> <Red>{0}</>"
"#战斗招式库",
"draw_library_name","<White>未打出的招式</>"
"discard_library_name","<White>已打出的招式</>"
# 行为相关,
"Behavior_Name_1","移动"
"Behavior_Name_2","战斗回合"
"Behavior_Name_100","砍树"
"Behavior_Name_101","采药"
# 行为离开按钮文本,
"end_btn_name_100","结束砍伐"
"end_btn_name_102","起身"
"end_btn_name_103","起身「泡澡」"
"end_btn_name_105","结束采集"
"end_btn_name_106","起身「喝酒」"
"end_btn_name_108","结束挖矿"
"end_btn_name_116","退出乞讨"
"end_btn_name_143","下马"
"end_btn_name_156","结束破坏"
"end_btn_name_157","退出潜行"
# 按钮相关,
"Btn_Name_1","祈求雨水"
"Btn_Name_2","祈求大雪"
"Btn_Name_3","祈求晴天"
"Btn_Name_4","祈求姻缘"
"Btn_Name_5","祈求后代"
"Btn_Name_6","烧香"
"Btn_Name_7","投入"
"Btn_Name_8","偷取香火钱"
"Btn_Name_9","查看"
"Btn_Name_10","坐"
"Btn_Name_11","练功"
"Btn_Name_12","喝：酒"
"Btn_Name_13","喝：上等好酒"
"Btn_Name_14","休息"
"Btn_Name_15","熄灭"
"Btn_Name_16","点亮"
"Btn_Name_17","随意演奏"
"Btn_Name_18","点燃"
"Btn_Name_19","泡澡"
"Btn_Name_20","听曲"
"Btn_Name_21","等待治疗"
"Btn_Name_22","砍伐"
"Btn_Name_23","结束演奏"
"Btn_Name_24","演奏乐谱"
"Btn_Name_25","吃"
"Btn_Name_26","采集"
"Btn_Name_27","挖矿"
"Btn_Name_28","坐下"
"Btn_Name_29","寻宝"
"Btn_Name_32","打造装备"
"Btn_Name_33","破坏"
"Btn_Name_34","躲藏"
"Btn_Name_35","拾取"
"Btn_Name_36","回收"
"Btn_Name_37","进入牢笼"
"Btn_Name_38","开锁"
"Btn_Name_39","种植"
"Btn_Name_40","收获"
"Btn_Name_41","领悟"
"Btn_Name_42","种植苎麻"
"Btn_Name_43","挖掘"
"Btn_Name_44","制蛊"
"Btn_Name_45","抓捕"
"Btn_Name_46","炼制药品"
"Btn_Name_47","织造装备"
"Btn_Name_48","打造暗器"
"Btn_Name_50","挖宝"
"Btn_Name_51","帮助"
"Btn_Name_52","帮助:{0}"
"Btn_Name_53","开始武林大会"
"Btn_Name_54","查看武林大会时间"
"Btn_Name_55","购买"
"Btn_Name_56","偷窃"
"Btn_Name_57","打开驿站"
"Btn_Name_58","种植甘草"
"Btn_Name_59","种植三七"
"Btn_Name_60","种植兰玲草"
"Btn_Name_61","种植雪仙草"
"Btn_Name_62","种植断肠草"
"Btn_Name_63","种植醉仙草"
"Btn_Name_64","烹饪"
"Btn_Name_66","关上牢笼"
"Btn_Name_67","缴纳物资"
"Btn_Name_68","放在床上"
"Btn_Name_70","放进温泉"
"Btn_Name_71","请泡澡"
"Btn_Name_72","请喝酒"
"Btn_Name_73","请听曲"
"Btn_Name_74","共饮一觞！"
"Btn_Name_75","驻守"
"Btn_Name_76","离开驻守"
"Btn_Name_78","查看"
"Btn_Name_79","结束躲藏"
"Btn_Name_80","据为己有"
"Btn_Name_81","祭拜"
"Btn_Name_82","打水"
"Btn_Name_83","圈养"
"Btn_Name_84","施肥"
"Btn_Name_85","抄录"
"Btn_Name_86","浇水"
"Btn_Name_87","打破天牢"
"Btn_Name_88","开天门"
"Btn_Name_90","同床共枕"
"Btn_Name_91","修复"
"Btn_Name_92","踹门"
"Btn_Name_93","身份晋升"
"Btn_Name_94","查看黑榜"
"Btn_Name_95","囚禁"
"Btn_Name_96","兑换物品"
"Btn_Name_97","晋升地位"
"Btn_Name_98","阴差"
"Btn_Name_99","通判"
"Btn_Name_100","阎罗"
"Btn_Name_101","府君"
"Btn_Name_103","查看石碑"
"Btn_Name_104","捞取任务"
"Btn_Name_105","发布暗杀"
"Btn_Name_106","打开秘道"
"Btn_Name_107","关闭秘道"
"Btn_Name_108","祭拜逝者"
"Btn_Name_10000","更多选项"
"Btn_Name_10001","离开"
"Btn_Name_10002","返回"
"Btn_Name_20001","角色"
"Btn_Name_20002","物品"
"Btn_Name_20003","关系"
"Btn_Name_20004","社交"
"Btn_Name_20005","系统"
"Btn_Name_20006","自传"
"Btn_Name_20007","结束攀爬"
"Btn_Name_20008","结束武林大会「防卡死」"
"Btn_Name_20009","泼水"
"Btn_Name_20010","结束使用暗器"
"Btn_Name_20011","跳过"
"Btn_Name_20012","麾下管理"
"Btn_Name_21000","装备"
"Btn_Name_21001","绝学"
"Btn_Name_21002","自宫"
"Btn_Name_21003","能力"
"Btn_Name_21004","打坐"
"Btn_Name_21005","解除易容"
"Btn_Name_21006","鹰眼"
"Btn_Name_21007","潜行"
"Btn_Name_21008","结束潜行"
"Btn_Name_21009","结束鹰眼"
"Btn_Name_21010","乞讨"
"Btn_Name_21011","结束跟随"
"Btn_Name_21012","发布杀手令"
"Btn_Name_21013","发布绝杀令"
"Btn_Name_21014","脱下夜行衣"
"Btn_Name_21016","发布死亡预告"
"Btn_Name_30000","动作"
"Btn_Name_30001","请求"
"Btn_Name_30002","帮助"
"Btn_Name_30003","交谈"
"Btn_Name_30004","查看"
"Btn_Name_30005","放下"
"Btn_Name_31000","交易"
"Btn_Name_31001","战斗"
"Btn_Name_31002","送礼"
"Btn_Name_31003","加入门派"
"Btn_Name_31004","退出门派"
"Btn_Name_31005","喂食"
"Btn_Name_31006","切磋"
"Btn_Name_31007","入土为安"
"Btn_Name_31008","叫醒"
"Btn_Name_31009","跟随"
"Btn_Name_31010","邀请跟随"
"Btn_Name_31011","请他离开"
"Btn_Name_31012","搜刮"
"Btn_Name_31013","委托"
"Btn_Name_31014","治疗隐疾"
"Btn_Name_31015","学艺"
"Btn_Name_31016","废除武功"
"Btn_Name_31017","使用绝学"
"Btn_Name_31018","背起"
"Btn_Name_31019","拿取首级"
"Btn_Name_31020","查看关系"
"Btn_Name_31021","转星换斗"
"Btn_Name_31022","组队"
"Btn_Name_31023","查看绝学"
"Btn_Name_31024","查看内功"
"Btn_Name_31025","学习流派武学"
"Btn_Name_31026","割下宝贝"
"Btn_Name_31027","探查生平"
"Btn_Name_31028","接上宝贝"
"Btn_Name_31029","解救"
"Btn_Name_31031","鹰「追踪」"
"Btn_Name_31032","标记为结怨"
"Btn_Name_31033","邀请加入门派"
"Btn_Name_31034","挑战"
"Btn_Name_31035","下毒"
"Btn_Name_31036","义结金兰"
"Btn_Name_31037","结为连理"
"Btn_Name_31038","传授"
"Btn_Name_31039","用蛇下毒"
"Btn_Name_31040","用蛇开锁"
"Btn_Name_31041","拓印面具"
"Btn_Name_31042","偷袭"
"Btn_Name_31043","恐吓"
"Btn_Name_31045","邀请跟随"
"Btn_Name_31046","邀请加入门派"
"Btn_Name_31047","新增委托"
"Btn_Name_31048","任务"
"Btn_Name_31050","取消邀请"
"Btn_Name_31051","施舍"
"Btn_Name_31052","治疗"
"Btn_Name_31053","嘴炮"
"Btn_Name_32000","如何加入门派"
"Btn_Name_32001","当今江湖谁的武功最高"
"Btn_Name_32002","你知道哪里有宝物吗？"
"Btn_Name_32003","武林大会什么时候召开？"
"Btn_Name_32004","隐疾如何医治？"
"Btn_Name_32005","怎么赚钱？"
"Btn_Name_32006","如何才能天下无敌？"
"Btn_Name_32007","如何轻功大成？"
"Btn_Name_32008","你的喜恶"
"Btn_Name_40000","战斗"
"Btn_Name_40001","骑乘"
"Btn_Name_40002","下坐骑"
"Btn_Name_50000","「大殿」"
"Btn_Name_50001","「民居」"
"Btn_Name_50002","「库房」"
"Btn_Name_50003","「练功房」"
"Btn_Name_50004","「医馆」"
"Btn_Name_50005","「温泉」"
"Btn_Name_50006","「铁匠铺」"
"Btn_Name_50007","「酒馆」"
"Btn_Name_50008","「琅琊阁」"
"Btn_Name_50009","「乐楼」"
"Btn_Name_50010","「布庄」"
"Btn_Name_50011","「马厩」"
"Btn_Name_50012","「兽栏」"
"Btn_Name_50013","「生死池」"
"Btn_Name_50014","「金乌池」"
"Btn_Name_50015","「飞流亭」"
"Btn_Name_50016","「镖场」"
"Btn_Name_50017","「凤吟阁」"
"Btn_Name_50018","「监牢」"
"Btn_Name_50019","「城隍庙」"
"Btn_Name_50020","「踏雪台」"
"Btn_Name_50021","「田舍」"
"Btn_Name_50022","「匪窝」"
"Btn_Name_50024","「门派大旗」"
"Btn_Name_50025","「仅外设」"
"Btn_Name_50026","「猎人小屋」"
"Btn_Name_50027","「樵夫小屋」"
"Btn_Name_50028","「矿工小屋」"
"Btn_Name_50029","「渔夫小屋」"
"Btn_Name_50030","「禁卫营」"
"Btn_Name_60000","开门"
"Btn_Name_60001","建造"
"Btn_Name_60002","开锁"
"Btn_Name_60003","拆除"
"Btn_Name_60004","破坏"
"Btn_Name_60005","改名"
"Btn_Name_60006","设为私有"
"Btn_Name_60007","设为公共"
"Btn_Name_60008","修复建筑"
"Btn_Name_60009","叫门"
"Btn_Name_60010","关押"
"Btn_Name_60011","重建"
"Btn_Name_60013","打听购买"
"Btn_Name_60014","修复"
"Btn_Name_60015","开启经营"
"Btn_Name_60016","关闭经营"
"Btn_Name_70000","领悟"
"Btn_Name_70001","跳过等待"
"Exit_91004","退出潜行"
# Login,
"Btn_Name_80000","接入小世界"
"Btn_Name_80001","魂归天命"
"Btn_Name_80002","设置"
"Btn_Name_80003","关闭游戏"
"Btn_Name_80004","随机容貌"
# 使用绝学按钮,
"Btn_Name_90000","使用千毒手"
"Btn_Name_90001","使用烈焰刀"
"Btn_Name_90002","使用寒冰掌"
"Btn_Name_90003","使用对酒当歌"
"Btn_Name_90004","使用万兽奔腾"
"Btn_Name_90005","使用痛饮狂歌"
"Btn_Name_90006","使用摄魂曲"
